done writing
done reading
done reading
done writing
8096 bytes | received 8096 bytes
wrote 21373440 bytes | received 21365344 bytes
wrote 21373440 bytes | received 21373440 bytes
wrote 21381536 bytes | received 21373440 bytes
wrote 21381536 bytes | received 21381536 bytes
wrote 21389632 bytes | received 21381536 bytes
wrote 21389632 bytes | received 21389632 bytes
wrote 21397728 bytes | received 21389632 bytes
wrote 21397728 bytes | received 21397728 bytes
wrote 21405824 bytes | received 21397728 bytes
wrote 21405824 bytes | received 21405824 bytes
wrote 21413920 bytes | received 21405824 bytes
wrote 21413920 bytes | received 21413920 bytes
wrote 21422016 bytes | received 21413920 bytes
wrote 21422016 bytes | received 21422016 bytes
wrote 21430112 bytes | received 21422016 bytes
wrote 21430112 bytes | received 21430112 bytes
wrote 21438208 bytes | received 21430112 bytes
wrote 21438208 bytes | received 21438208 bytes
wrote 21446304 bytes | received 21438208 bytes
wrote 21446304 bytes | received 21446304 bytes
wrote 21454400 bytes | received 21446304 bytes
wrote 21454400 bytes | received 21454400 bytes
wrote 21462496 bytes | received 21454400 bytes
wrote 21462496 bytes | received 21462496 bytes
wrote 21470592 bytes | received 21462496 bytes
wrote 21470592 bytes | received 21470592 bytes
wrote 21478688 bytes | received 21470592 bytes
wrote 21478688 bytes | received 21478688 bytes
wrote 21486784 bytes | received 21478688 bytes
wrote 21486784 bytes | received 21486784 bytes
wrote 21494880 bytes | received 21486784 bytes
wrote 21494880 bytes | received 21494880 bytes
wrote 21502976 bytes | received 21494880 bytes
wrote 21502976 bytes | received 21502976 bytes
wrote 21511072 bytes | received 21502976 bytes
wrote 21511072 bytes | received 21511072 bytes
wrote 21519168 bytes | received 21511072 bytes
wrote 21519168 bytes | received 21519168 bytes
wrote 21527264 bytes | received 21519168 bytes
wrote 21527264 bytes | received 21527264 bytes
wrote 21535360 bytes | received 21527264 bytes
wrote 21535360 bytes | received 21535360 bytes
wrote 21543456 bytes | received 21535360 bytes
wrote 21543456 bytes | received 21543456 bytes
wrote 21551552 bytes | received 21543456 bytes
wrote 21551552 bytes | received 21551552 bytes
wrote 21559648 bytes | received 21551552 bytes
wrote 21559648 bytes | received 21559648 bytes
wrote 21567744 bytes | received 21559648 bytes
wrote 21567744 bytes | received 21567744 bytes
wrote 21575840 bytes | received 21567744 bytes
wrote 21575840 bytes | received 21575840 bytes
wrote 21583936 bytes | received 21575840 bytes
wrote 21583936 bytes | received 21583936 bytes
wrote 21592032 bytes | received 21583936 bytes
wrote 21592032 bytes | received 21592032 bytes
wrote 21600128 bytes | received 21592032 bytes
wrote 21600128 bytes | received 21600128 bytes
wrote 21608224 bytes | received 21600128 bytes
wrote 21608224 bytes | received 21608224 bytes
wrote 21616320 bytes | received 21608224 bytes
wrote 21616320 bytes | received 21616320 bytes
wrote 21624416 bytes | received 21616320 bytes
wrote 21624416 bytes | received 21624416 bytes
wrote 21632512 bytes | received 21624416 bytes
wrote 21632512 bytes | received 21632512 bytes
wrote 21640608 bytes | received 21632512 bytes
wrote 21640608 bytes | received 21640608 bytes
wrote 21648704 bytes | received 21640608 bytes
wrote 21648704 bytes | received 21648704 bytes
wrote 21656800 bytes | received 21648704 bytes
wrote 21656800 bytes | received 21656800 bytes
wrote 21664896 bytes | received 21656800 bytes
wrote 21664896 bytes | received 21664896 bytes
wrote 21672992 bytes | received 21664896 bytes
wrote 21672992 bytes | received 21672992 bytes
wrote 21681088 bytes | received 21672992 bytes
wrote 21681088 bytes | received 21681088 bytes
wrote 21689184 bytes | received 21681088 bytes
wrote 21689184 bytes | received 21689184 bytes
wrote 21697280 bytes | received 21689184 bytes
wrote 21697280 bytes | received 21697280 bytes
wrote 21705376 bytes | received 21697280 bytes
wrote 21705376 bytes | received 21705376 bytes
wrote 21713472 bytes | received 21705376 bytes
wrote 21713472 bytes | received 21713472 bytes
wrote 21721568 bytes | received 21713472 bytes
wrote 21721568 bytes | received 21721568 bytes
wrote 21729664 bytes | received 21721568 bytes
wrote 21729664 bytes | received 21729664 bytes
wrote 21737760 bytes | received 21729664 bytes
wrote 21737760 bytes | received 21737760 bytes
wrote 21745856 bytes | received 21737760 bytes
wrote 21745856 bytes | received 21745856 bytes
wrote 21753952 bytes | received 21745856 bytes
wrote 21753952 bytes | received 21753952 bytes
wrote 21762048 bytes | received 21753952 bytes
wrote 21762048 bytes | received 21762048 bytes
wrote 21770144 bytes | received 21762048 bytes
wrote 21770144 bytes | received 21770144 bytes
wrote 21778240 bytes | received 21770144 bytes
wrote 21778240 bytes | received 21778240 bytes
wrote 21786336 bytes | received 21778240 bytes
wrote 21786336 bytes | received 21786336 bytes
wrote 21794432 bytes | received 21786336 bytes
wrote 21794432 bytes | received 21794432 bytes
wrote 21802528 bytes | received 21794432 bytes
wrote 21802528 bytes | received 21802528 bytes
wrote 21810624 bytes | received 21802528 bytes
wrote 21810624 bytes | received 21810624 bytes
wrote 21818720 bytes | received 21810624 bytes
wrote 21818720 bytes | received 21818720 bytes
wrote 21826816 bytes | received 21818720 bytes
wrote 21826816 bytes | received 21826816 bytes
wrote 21834912 bytes | received 21826816 bytes
wrote 21834912 bytes | received 21834912 bytes
wrote 21843008 bytes | received 21834912 bytes
wrote 21843008 bytes | received 21843008 bytes
wrote 21851104 bytes | received 21843008 bytes
wrote 21851104 bytes | received 21851104 bytes
wrote 21859200 bytes | received 21851104 bytes
wrote 21859200 bytes | received 21859200 bytes
wrote 21867296 bytes | received 21859200 bytes
wrote 21867296 bytes | received 21867296 bytes
wrote 21875392 bytes | received 21867296 bytes
wrote 21875392 bytes | received 21875392 bytes
wrote 21883488 bytes | received 21875392 bytes
wrote 21883488 bytes | received 21883488 bytes
wrote 21891584 bytes | received 21883488 bytes
wrote 21891584 bytes | received 21891584 bytes
wrote 21899680 bytes | received 21891584 bytes
wrote 21899680 bytes | received 21899680 bytes
wrote 21907776 bytes | received 21899680 bytes
wrote 21907776 bytes | received 21907776 bytes
wrote 21915872 bytes | received 21907776 bytes
wrote 21915872 bytes | received 21915872 bytes
wrote 21923968 bytes | received 21915872 bytes
wrote 21923968 bytes | received 21923968 bytes
wrote 21932064 bytes | received 21923968 bytes
wrote 21932064 bytes | received 21932064 bytes
wrote 21940160 bytes | received 21932064 bytes
wrote 21940160 bytes | received 21940160 bytes
wrote 21948256 bytes | received 21940160 bytes
wrote 21948256 bytes | received 21948256 bytes
wrote 21956352 bytes | received 21948256 bytes
wrote 21956352 bytes | received 21956352 bytes
wrote 21964448 bytes | received 21956352 bytes
wrote 21964448 bytes | received 21964448 bytes
wrote 21972544 bytes | received 21964448 bytes
wrote 21972544 bytes | received 21972544 bytes
wrote 21980640 bytes | received 21972544 bytes
wrote 21980640 bytes | received 21980640 bytes
wrote 21988736 bytes | received 21980640 bytes
wrote 21988736 bytes | received 21988736 bytes
wrote 21996832 bytes | received 21988736 bytes
wrote 21996832 bytes | received 21996832 bytes
wrote 22004928 bytes | received 21996832 bytes
wrote 22004928 bytes | received 22004928 bytes
wrote 22013024 bytes | received 22004928 bytes
wrote 22013024 bytes | received 22013024 bytes
wrote 22021120 bytes | received 22013024 bytes
wrote 22021120 bytes | received 22021120 bytes
wrote 22029216 bytes | received 22021120 bytes
wrote 22029216 bytes | received 22029216 bytes
wrote 22037312 bytes | received 22029216 bytes
wrote 22037312 bytes | received 22037312 bytes
wrote 22045408 bytes | received 22037312 bytes
wrote 22045408 bytes | received 22045408 bytes
wrote 22053504 bytes | received 22045408 bytes
wrote 22053504 bytes | received 22053504 bytes
wrote 22061600 bytes | received 22053504 bytes
wrote 22061600 bytes | received 22061600 bytes
wrote 22069696 bytes | received 22061600 bytes
wrote 22069696 bytes | received 22069696 bytes
wrote 22077792 bytes | received 22069696 bytes
wrote 22077792 bytes | received 22077792 bytes
wrote 22085888 bytes | received 22077792 bytes
wrote 22085888 bytes | received 22085888 bytes
wrote 22093984 bytes | received 22085888 bytes
wrote 22093984 bytes | received 22093984 bytes
wrote 22102080 bytes | received 22093984 bytes
wrote 22102080 bytes | received 22102080 bytes
wrote 22110176 bytes | received 22102080 bytes
wrote 22110176 bytes | received 22110176 bytes
wrote 22118272 bytes | received 22110176 bytes
wrote 22118272 bytes | received 22118272 bytes
wrote 22126368 bytes | received 22118272 bytes
wrote 22126368 bytes | received 22126368 bytes
wrote 22134464 bytes | received 22126368 bytes
wrote 22134464 bytes | received 22134464 bytes
wrote 22142560 bytes | received 22134464 bytes
wrote 22142560 bytes | received 22142560 bytes
wrote 22150656 bytes | received 22142560 bytes
wrote 22150656 bytes | received 22150656 bytes
wrote 22158752 bytes | received 22150656 bytes
wrote 22158752 bytes | received 22158752 bytes
wrote 22166848 bytes | received 22158752 bytes
wrote 22166848 bytes | received 22166848 bytes
wrote 22174944 bytes | received 22166848 bytes
wrote 22174944 bytes | received 22174944 bytes
wrote 22183040 bytes | received 22174944 bytes
wrote 22183040 bytes | received 22183040 bytes
wrote 22191136 bytes | received 22183040 bytes
wrote 22191136 bytes | received 22191136 bytes
wrote 22199232 bytes | received 22191136 bytes
wrote 22199232 bytes | received 22199232 bytes
wrote 22207328 bytes | received 22199232 bytes
wrote 22207328 bytes | received 22207328 bytes
wrote 22215424 bytes | received 22207328 bytes
wrote 22215424 bytes | received 22215424 bytes
wrote 22223520 bytes | received 22215424 bytes
wrote 22223520 bytes | received 22223520 bytes
wrote 22231616 bytes | received 22223520 bytes
wrote 22231616 bytes | received 22231616 bytes
wrote 22239712 bytes | received 22231616 bytes
wrote 22247808 bytes | received 22231616 bytes
wrote 22247808 bytes | received 22239712 bytes
wrote 22247808 bytes | received 22247808 bytes
wrote 22255904 bytes | received 22247808 bytes
wrote 22264000 bytes | received 22247808 bytes
wrote 22264000 bytes | received 22255904 bytes
wrote 22264000 bytes | received 22264000 bytes
wrote 22272096 bytes | received 22264000 bytes
wrote 22272096 bytes | received 22272096 bytes
wrote 22280192 bytes | received 22272096 bytes
wrote 22280192 bytes | received 22280192 bytes
wrote 22288288 bytes | received 22280192 bytes
wrote 22288288 bytes | received 22288288 bytes
wrote 22296384 bytes | received 22288288 bytes
wrote 22296384 bytes | received 22296384 bytes
wrote 22304480 bytes | received 22296384 bytes
wrote 22304480 bytes | received 22304480 bytes
wrote 22312576 bytes | received 22304480 bytes
wrote 22312576 bytes | received 22312576 bytes
wrote 22320672 bytes | received 22312576 bytes
wrote 22320672 bytes | received 22320672 bytes
wrote 22328768 bytes | received 22320672 bytes
wrote 22328768 bytes | received 22328768 bytes
wrote 22336864 bytes | received 22328768 bytes
wrote 22336864 bytes | received 22336864 bytes
wrote 22344960 bytes | received 22336864 bytes
wrote 22344960 bytes | received 22344960 bytes
wrote 22353056 bytes | received 22344960 bytes
wrote 22353056 bytes | received 22353056 bytes
wrote 22361152 bytes | received 22353056 bytes
wrote 22361152 bytes | received 22361152 bytes
wrote 22369248 bytes | received 22361152 bytes
wrote 22369248 bytes | received 22369248 bytes
wrote 22377344 bytes | received 22369248 bytes
wrote 22377344 bytes | received 22377344 bytes
wrote 22385440 bytes | received 22377344 bytes
wrote 22385440 bytes | received 22385440 bytes
wrote 22393536 bytes | received 22385440 bytes
wrote 22393536 bytes | received 22393536 bytes
wrote 22401632 bytes | received 22393536 bytes
wrote 22401632 bytes | received 22401632 bytes
wrote 22409728 bytes | received 22401632 bytes
wrote 22409728 bytes | received 22409728 bytes
wrote 22417824 bytes | received 22409728 bytes
wrote 22417824 bytes | received 22417824 bytes
wrote 22425920 bytes | received 22417824 bytes
wrote 22425920 bytes | received 22425920 bytes
wrote 22434016 bytes | received 22425920 bytes
wrote 22434016 bytes | received 22434016 bytes
wrote 22442112 bytes | received 22434016 bytes
wrote 22442112 bytes | received 22442112 bytes
wrote 22450208 bytes | received 22442112 bytes
wrote 22450208 bytes | received 22450208 bytes
wrote 22458304 bytes | received 22450208 bytes
wrote 22458304 bytes | received 22458304 bytes
wrote 22466400 bytes | received 22458304 bytes
wrote 22466400 bytes | received 22466400 bytes
wrote 22474496 bytes | received 22466400 bytes
wrote 22474496 bytes | received 22474496 bytes
wrote 22482592 bytes | received 22474496 bytes
wrote 22482592 bytes | received 22482592 bytes
wrote 22490688 bytes | received 22482592 bytes
wrote 22490688 bytes | received 22490688 bytes
wrote 22498784 bytes | received 22490688 bytes
wrote 22498784 bytes | received 22498784 bytes
wrote 22506880 bytes | received 22498784 bytes
wrote 22506880 bytes | received 22506880 bytes
wrote 22514976 bytes | received 22506880 bytes
wrote 22514976 bytes | received 22514976 bytes
wrote 22523072 bytes | received 22514976 bytes
wrote 22523072 bytes | received 22523072 bytes
wrote 22531168 bytes | received 22523072 bytes
wrote 22531168 bytes | received 22531168 bytes
wrote 22539264 bytes | received 22531168 bytes
wrote 22539264 bytes | received 22539264 bytes
wrote 22547360 bytes | received 22539264 bytes
wrote 22547360 bytes | received 22547360 bytes
wrote 22555456 bytes | received 22547360 bytes
wrote 22555456 bytes | received 22555456 bytes
wrote 22563552 bytes | received 22555456 bytes
wrote 22563552 bytes | received 22563552 bytes
wrote 22571648 bytes | received 22563552 bytes
wrote 22571648 bytes | received 22571648 bytes
wrote 22579744 bytes | received 22571648 bytes
wrote 22579744 bytes | received 22579744 bytes
wrote 22587840 bytes | received 22579744 bytes
wrote 22587840 bytes | received 22587840 bytes
wrote 22595936 bytes | received 22587840 bytes
wrote 22595936 bytes | received 22595936 bytes
wrote 22604032 bytes | received 22595936 bytes
wrote 22604032 bytes | received 22604032 bytes
wrote 22612128 bytes | received 22604032 bytes
wrote 22612128 bytes | received 22612128 bytes
wrote 22620224 bytes | received 22612128 bytes
wrote 22620224 bytes | received 22620224 bytes
wrote 22628320 bytes | received 22620224 bytes
wrote 22628320 bytes | received 22628320 bytes
wrote 22636416 bytes | received 22628320 bytes
wrote 22636416 bytes | received 22636416 bytes
wrote 22644512 bytes | received 22636416 bytes
wrote 22644512 bytes | received 22644512 bytes
wrote 22652608 bytes | received 22644512 bytes
wrote 22652608 bytes | received 22652608 bytes
wrote 22660704 bytes | received 22652608 bytes
wrote 22660704 bytes | received 22660704 bytes
wrote 22668800 bytes | received 22660704 bytes
wrote 22668800 bytes | received 22668800 bytes
wrote 22676896 bytes | received 22668800 bytes
wrote 22676896 bytes | received 22676896 bytes
